Word,Character Count,value
older,5,54
oldest,6,75
oldie,5,45
olds,4,50
ole,3,32
olfactory,9,115
olive,5,63
olives,6,82
om,2,28
omega,5,41
omelet,6,70
omelette,8,95
omelettes,9,114
omen,4,47
omens,5,66
ominous,7,106
omitted,7,86
omnipotent,10,141
on,2,29
onboard,7,69
once,4,37
oncology,8,106
oncoming,8,90
one,3,34
ones,4,53
oneself,7,76
ongoing,7,81
onion,5,67
onions,6,86
only,4,66
onstage,7,81
onto,4,64
onward,6,75
oodles,6,70
ooh,3,38
oomph,5,67
oops,4,65
ooze,4,61
oozing,6,86
op,2,31
opal,4,44
open,4,50
opened,6,59
opener,6,73
openers,7,92
opening,7,80
openings,8,99
openly,6,87
openness,8,107
opens,5,69
opera,5,55
operas,6,74
operate,7,80
operated,8,84
operates,8,99
operating,9,105
operation,9,113
operational,11,126
operations,10,132
operative,9,111
operatives,10,130
operator,8,108
opinion,7,92
opinionated,11,122
opinions,8,111
opium,5,74
opponent,8,115
opponents,9,134
opportune,9,140
opportunist,11,183
opportunities,13,197
opportunity,11,189
opposable,9,101
oppose,6,86
opposed,7,90
opposing,8,111
opposite,8,115
opposites,9,134
opposition,10,148
oppress,7,108
oppression,10,146
oppressive,10,144
ops,3,50
opted,5,60
optic,5,63
optimism,8,114
optimist,8,121
optimistic,10,133
optimum,7,107
option,6,89
optional,8,102
options,7,108
optometrist,11,170
opus,4,71
or,2,33
oracle,6,54
oracles,7,73
oral,4,46
orally,6,83
orange,6,60
oranges,7,79
orator,6,87
orb,3,35
orbed,5,44
orbing,6,65
orbit,5,64
orbital,7,77
orbiting,8,94
orbs,4,54
orchard,7,67
orchestra,9,107
orchestrate,11,132
orchestrated,12,136
orchestrating,13,157
ordeal,6,55
order,5,60
ordered,7,69
ordering,8,90
orderlies,9,105
orderly,7,97
orders,6,79
ordinance,9,83
ordinarily,10,125
ordinary,8,104
ordinate,8,86
ordinates,9,105
ordnance,8,74
ore,3,38
oregano,7,75
organ,5,55
organic,7,67
organisation,12,142
organise,8,88
organised,9,92
organism,8,96
organisms,9,115
organization,12,149
organizations,13,168
organize,8,95
organized,9,99
organizer,9,113
organizing,10,120
organs,6,74
orgasm,6,73
orgasmic,8,85
orgasms,7,92
orgies,6,73
orgy,4,65
oriental,8,94
orientation,11,140
oriented,8,90
orienteering,12,139
origami,7,72
origin,6,72
original,8,85
originality,11,139
originally,10,122
originals,9,104
originating,11,123
origins,7,91
orioles,7,93
ornament,8,100
ornamental,10,113
ornaments,9,119
ornate,6,73
ornery,6,95
orphan,6,72
orphanage,9,85
orphaned,8,81
orphans,7,91
ort,3,53
orthodontist,12,177
orthodox,8,119
orthopedic,10,113
os,2,34
ose,3,39
ostensibly,10,140
ostracized,10,120
ostrich,7,92
other,5,66
others,6,85
otherwise,9,122
otherworldly,12,175
otter,5,78
otto,4,70
ottoman,7,98
ouch,4,47
ought,5,71
ounce,5,58
ounces,6,77
our,3,54
ours,4,73
ourselves,9,136
out,3,56
outage,6,69
outback,7,73
outbid,6,71
outbound,8,112
outbreak,8,93
outburst,8,136
outcast,7,99
outcasts,8,118
outcome,7,92
outdated,8,90
outdid,6,73
outdo,5,75
outdone,7,94
outdoor,7,108
outdoors,8,127
outdoorsy,9,152
outer,5,79
outfield,8,92
outfit,6,91
outfits,7,110
outfitted,9,120
outgoing,8,108
outgrew,7,109
outgrow,7,119
outgrown,8,133
outhouse,8,124
outing,6,86
outlander,9,110
outlandish,10,123
outlast,7,108
outlaw,6,92
outlawed,8,101
outlaws,7,111
outlet,6,93
outlets,7,112
outline,7,96
outlined,8,100
outlines,8,115
outlive,7,104
outlived,8,108
outlook,7,109
outnumber,9,129
outnumbered,11,138
outpatient,10,141
outpost,7,126
outpouring,10,156
outrage,7,87
outraged,8,91
outrageous,10,142
outrageously,12,179
outrank,7,100
outright,8,118
outrun,6,109
outs,4,75
outset,6,100
outside,7,93
outsider,8,111
outsiders,9,130
outskirts,9,152
outsmarted,10,136
outspoken,9,136
outstanding,11,144
outvoted,8,122
outward,7,102
outweigh,8,108
outwit,6,108
outwitted,9,137
oval,4,50
ovarian,7,80
ovaries,7,89
ovation,7,96
oven,4,56
over,4,60
overachiever,12,131
overactive,10,120
overall,7,85
overalls,8,104
overanxious,11,163
overbearing,11,116
overbite,8,96
overblown,9,126
overboard,9,100
overcame,8,82
overcast,8,103
overcharge,10,102
overcome,8,96
overcoming,10,121
overcompensating,16,196
overcooked,10,113
overcrowded,11,132
overdid,7,77
overdo,6,79
overdone,8,98
overdose,8,103
overdosed,9,107
overdressed,11,134
overdrive,9,118
overdue,7,90
overestimate,12,152
overestimated,13,156
overexcited,11,130
overflow,8,116
overflowing,11,146
overgrown,9,137
overhaul,8,102
overhead,8,78
overhear,8,92
overheard,9,96
overhearing,11,122
overheated,10,103
overheating,11,124
overjoyed,9,119
overkill,8,104
overlap,7,89
overlapping,11,135
overload,8,92
overlook,8,113
overlooked,10,122
overlooking,11,143
overly,6,97
overnight,9,118
overnights,10,137
overpaid,8,90
overpass,8,115
overpower,9,137
overpriced,10,115
overprotective,14,193
overqualified,13,144
overrated,9,108
overreact,9,107
overreacted,11,116
overreacting,12,137
overreaction,12,145
override,8,96
overrule,8,116
overruled,9,120
overrun,7,113
overseas,8,104
oversee,7,89
overseeing,10,119
oversensitive,13,182
oversight,9,123
oversized,9,123
oversleep,9,117
overslept,9,132
overstating,11,150
overstay,8,125
overstayed,10,134
overstep,8,120
overstepping,12,166
overstress,10,160
overtaken,9,111
overthink,9,122
overtime,8,107
overtired,9,116
overtures,9,143
overturned,10,142
overview,8,119
overweight,10,132
overwhelm,9,121
overwhelmed,11,130
overwhelming,12,151
overwhelmingly,14,188
overwhelms,10,140
overworked,10,136
overwrought,11,172
ovulating,9,121
ow,2,38
owe,3,43
owed,4,47
owes,4,62
owing,5,68
owl,3,50
owls,4,69
own,3,52
owned,5,61
owner,5,75
owners,6,94
ownership,9,127
owning,6,82
owns,4,71
ox,2,39
oxen,4,58
oxford,6,82
oxygen,6,90
oxymoron,8,139
oy,2,40
oyez,4,71
oyster,6,102
oysters,7,121
ozone,5,75
pa,2,17
pac,3,20
pace,4,25
paced,5,29
pacemaker,9,73
pacer,5,43
paces,5,44
pachyderm,9,93
pacific,7,47
pacifier,8,67
pacifist,8,83
pacing,6,50
pack,4,31
package,7,44
packages,8,63
packed,6,40
packer,6,54
packet,6,56
packets,7,75
packing,7,61
packs,5,50
pact,4,40
pad,3,21
padded,6,34
padding,7,55
paddle,6,42
paddles,7,61
paddling,8,67
paddock,7,54
paddy,5,50
padlock,7,62
padre,5,44
pads,4,40
paella,6,47
pagan,5,39
page,4,29
pageant,7,64
paged,5,33
pager,5,47
pagers,6,66
pages,5,48
paging,6,54
pah,3,25
paid,4,30
pail,4,38
pain,4,40
pained,6,49
painful,7,79
painfully,9,116
painkiller,10,107
painkillers,11,126
painless,8,95
pains,5,59
paint,5,60
paintbrush,10,128
painted,7,69
painter,7,83
painters,8,102
painting,8,90
paintings,9,109
paints,6,79
pair,4,44
paired,6,53
pairs,5,63
paisley,7,87
pajama,6,42
pajamas,7,61
pal,3,29
palace,6,38
palaces,7,57
pale,4,34
paleontologist,14,180
paleontology,12,157
paler,5,52
pales,5,53
palette,7,79
palm,4,42
palmer,6,65
palms,5,61
palomino,8,95
palp,4,45
palpable,8,65
palpitations,12,152
pals,4,48
palsy,5,73
paltry,6,92
pam,3,30
pamper,6,69
pampered,8,78
pampering,9,99
pampers,7,88
pamphlet,8,91
pamphlets,9,110
pan,3,31
panache,7,48
panama,6,46
pancake,7,51
pancakes,8,70
pancreatic,10,90
panda,5,36
pandering,9,88
pandora,7,69
pane,4,36
panel,5,48
panels,6,67
panhandle,9,75
panic,5,43
panicked,8,63
panicking,9,84
panicky,7,79
panics,6,62
panned,6,54
pans,4,50
pansy,5,75
pant,4,51
pantaloons,10,127
pantheon,8,93
panther,7,82
panties,7,84
panting,7,81
pantry,6,94
pants,5,70
panty,5,76
pantyhose,9,123
pap,3,33
papa,4,34
paparazzi,9,114
papayas,7,79
paper,5,56
paperback,9,73
paperboy,8,98
papers,6,75
paperweight,11,128
paperwork,9,123
pappy,5,74
paprika,7,72
par,3,35
para,4,36
parable,7,55
parabolic,9,77
parachute,9,93
parachutes,10,112
parachuting,11,118
parade,6,45
paradigm,8,69
parading,8,70
paradise,8,73
paradox,7,79
paragon,7,72
paragraph,9,86
paragraphs,10,105
parakeet,8,77
paralegal,9,73
parallel,8,77
parallels,9,96
paralysis,9,120
paralyze,8,104
paralyzed,9,108
paralyzing,10,129
paramedic,9,70
paramedics,10,89
parameters,10,116
paramilitary,12,143
paramour,8,103
paranoia,8,75
paranoid,8,78
paranormal,10,109
paraphernalia,13,120
parasailing,11,107
parasite,8,89
parasites,9,108
parasitic,9,96
paratrooper,11,143
paratroopers,12,162
parchment,9,98
pardner,7,76
pardon,6,68
pardoned,8,77
pardons,7,87
pare,4,40
parent,6,74
parental,8,87
parenthood,10,116
parenting,9,104
parents,7,93
parfait,7,71
paris,5,63
parish,6,71
parishioner,11,132
parishioners,12,151
park,4,46
parka,5,47
parked,6,55
parker,6,69
parking,7,76
parks,5,65
parkway,7,95
parliament,10,109
parliamentary,13,153
parlor,6,80
parlors,7,99
parlour,7,101
parody,6,79
parole,6,67
paroled,7,71
parrot,6,88
parrots,7,107
parsley,7,96
parsons,7,102
part,4,55
parted,6,64
partial,7,77
partially,9,114
participant,11,127
participants,12,146
participate,11,118
participated,12,122
participating,13,143
participation,13,151
particle,8,84
particles,9,103
particular,10,119
particularly,12,156
particulars,11,138
partied,7,73
parties,7,88
parting,7,85
partisan,8,98
partly,6,92
partner,7,92
partnered,9,101
partners,8,111
partnership,11,144
partnerships,12,163
parton,6,84
partridge,9,98
parts,5,74
party,5,80
partying,8,110
pas,3,36
pass,4,55
passable,8,75
passage,7,68
passages,8,87
passageway,10,117
passageways,11,136
passed,6,64
passenger,9,104
passengers,10,123
passer,6,78
passes,6,79
passing,7,85
passion,7,93
passionate,10,119
passionately,12,156
passions,8,112
passive,7,91
passkey,7,96
passport,8,124
passports,9,143
password,8,115
past,4,56
pasta,5,57
paste,5,61
pasted,6,65
pastels,7,92
pasties,7,89
pastime,7,83
pastor,6,89
pastrami,8,97
pastry,6,99
pasts,5,75
pasture,7,100
pastures,8,119
pat,3,37
patch,5,48
patched,7,57
patches,7,72
patching,8,78
patchouli,9,105
pate,4,42
patent,6,76
patented,8,85
patently,8,113
patents,7,95
paternal,8,87
paternity,9,128
path,4,45
pathetic,8,82
pathetically,12,132
pathogen,8,86
pathological,12,119
pathologically,14,156
pathologist,11,142
pathology,9,119
pathos,6,79
paths,5,64
pathways,8,113
patience,8,73
patient,7,85
patiently,9,122
patients,8,104
patio,5,61
patois,6,80
patriarch,9,94
patriot,7,99
patriotic,9,111
patriots,8,118
patrol,6,82
patrolled,9,103
patrolling,10,124
patrolman,9,110
patrolmen,9,114
patron,6,84
patronize,9,124
patronized,10,128
patronizing,11,149
patrons,7,103
patsy,5,81
patten,6,76
patter,6,80
pattern,7,94
patterns,8,113
patties,7,90
patting,7,87
patty,5,82
pause,5,62
pauses,6,81
pave,4,44
paved,5,48
pavement,8,96
pavilion,8,98
paving,6,69
paw,3,40
pawing,6,70
pawn,4,54
pawning,7,84
pawnshop,8,112
paws,4,59
pax,3,41
pay,3,42
payable,7,62
payback,7,59
paycheck,8,72
paychecks,9,91
payday,6,72
paying,6,72
payload,7,74
payment,7,94
payments,8,113
payoff,6,69
payoffs,7,88
payroll,7,99
pays,4,61
pe,2,21
pea,3,22
peace,5,30
peaceful,8,69
peacefully,10,106
peacemaker,10,78
peacetime,9,77
peach,5,33
peaches,7,57
peachy,6,58
peak,4,33
peaked,6,42
peaks,5,52
peanut,6,77
peanuts,7,96
pear,4,40
pearl,5,52
pearls,6,71
pearly,6,77
peas,4,41
peasant,7,76
peat,4,42
pebble,6,42
pecan,5,39
pecans,6,58
peck,4,35
pecked,6,44
pecker,6,58
peckers,7,77
pecking,7,65
peckish,7,71
pecks,5,54
pecs,4,43
peculiar,8,85
pedal,5,38
pedaling,8,68
pedals,6,57
peddle,6,46
peddler,7,64
peddling,8,71
pedestal,8,82
pedestrian,10,111
pedestrians,11,130
pediatric,9,85
pediatrician,12,109
pediatrics,10,104
pedicure,8,81
pedicures,9,100
pedigree,8,69
pedophile,9,90
pedro,5,58
pee,3,26
peed,4,30
peeing,6,56
peek,4,37
peeked,6,46
peeking,7,67
peeks,5,56
peel,4,38
peeled,6,47
peeling,7,68
peels,5,57
peep,4,42
peepers,7,84
peeping,7,72
peeps,5,61
peer,4,44
peering,7,74
peerless,8,99
peers,5,63
pees,4,45
peeved,6,57
peg,3,28
pegged,6,44
peignoir,8,93
pele,4,38
pellet,6,70
pellets,7,89
pelt,4,53
pelting,7,83
pelts,5,72
pelvic,6,67
pemmican,8,74
pen,3,35
penal,5,48
penalize,8,88
penalized,9,92
penalty,7,93
penance,7,58
pence,5,43
pencil,6,59
pencils,7,78
pendant,7,74
pending,7,69
penetrate,9,104
penetrated,10,108
penetrating,11,129
penetration,11,137
penguin,7,86
penguins,8,105
penicillin,10,103
peninsula,9,111
penis,5,63
penises,7,87
penitentiary,12,156
pennant,7,84
penne,5,54
penned,6,58
pennies,7,82
penniless,9,113
penny,5,74
pens,4,54
pension,7,92
pensioners,10,134
pensions,8,111
pentagon,8,92
pentagram,9,95
penthouse,9,123
peon,4,50
people,6,69
peoples,7,88
pep,3,37
pepper,6,76
peppermint,10,132
pepperoni,9,114
peppers,7,95
per,3,39
perceive,8,83
perceived,9,87
percent,7,81
percentage,10,94
percentages,11,113
percentile,10,107
perception,10,121
perceptions,11,140
perceptive,10,119
perch,5,50
perchance,9,73
perched,7,59
percolating,11,120
perennial,9,94
perfect,7,73
perfecting,10,103
perfection,10,111
perfectionist,13,159
perfectly,9,110
perfecto,8,88
perform,7,91
performance,11,114
performances,12,133
performed,9,100
performer,9,114
performers,10,133
performing,10,121
performs,8,110
perfume,7,84
perfumed,8,88
perfumes,8,103
perhaps,7,83
peril,5,60
perils,6,79
perimeter,9,109
perimeters,10,128
period,6,67
periodic,8,79
periods,7,86
peripheral,10,108
periphery,9,120
periscope,9,106
perish,6,75
perishable,10,95
perished,8,84
perjure,7,93
perjured,8,97
perjury,7,113
perk,4,50
perks,5,69
perky,5,75
perm,4,52
permanent,9,106
permanently,11,143
permissible,11,127
permission,10,137
permit,6,81
permits,7,100
permitted,9,110
permitting,10,131
peroxide,8,96
perpetrate,10,124
perpetrated,11,128
perpetrator,11,152
perpetrators,12,171
perpetual,9,114
perpetuating,12,152
perry,5,82
persecute,9,112
persecuted,10,116
persecuting,11,137
persist,7,106
persistence,11,133
persistent,10,145
persists,8,125
persnickety,11,145
person,6,87
persona,7,88
personable,10,107
personal,8,100
personalities,13,162
personality,11,154
personalize,11,140
personalized,12,144
personally,10,137
personals,9,119
personified,11,120
personnel,9,118
persons,7,106
perspective,11,138
perspectives,12,157
perspiration,12,160
persuade,8,89
persuaded,9,93
persuasion,10,137
persuasive,10,135
pertaining,10,113
pertains,8,102
pertinent,9,121
perturbed,9,109
peruse,6,84
perverse,8,108
perversion,10,141
pervert,7,104
perverted,9,113
perverts,8,123
pesky,5,76
pesos,5,74
pessimist,9,129
pessimistic,11,141
pest,4,60
pester,6,83
pestering,9,113
pesticides,10,109
pestilence,10,108
pesto,5,75
pests,5,79
pet,3,41
petal,5,54
petals,6,73
peter,5,64
peters,6,83
petit,5,70
petite,6,75
petition,8,108
petitioner,10,131
petitioning,11,138
petrified,9,92
petrol,6,86
petroleum,9,125
pets,4,60
petticoat,9,109
petting,7,91
petty,5,86
pew,3,44
pewter,6,87
pfft,4,48
phantom,7,87
phantoms,8,106
pharaoh,7,67
pharaohs,8,86
pharmaceutical,14,131
pharmaceuticals,15,150
pharmacist,10,108
pharmacy,8,85
phase,5,49
phased,6,53
phases,6,68
phasing,7,74
pheasant,8,84
pheasants,9,103
phenomena,9,91
phenomenal,10,103
phenomenally,12,140
phenomenon,10,119
pheromones,10,128
phew,4,52
phi,3,33
philandering,12,117
philanthropist,14,185
philharmonic,12,126
philosopher,11,141
philosophers,12,160
philosophical,13,143
philosophies,12,151
philosophy,10,143
phobia,6,51
phobias,7,70
phobic,6,53
phoebe,6,51
phoenix,7,91
phone,5,58
phoned,6,62
phones,6,77
phoney,6,83
phonies,7,86
phony,5,78
phooey,6,84
phosphate,9,108
phosphorous,11,170
photo,5,74
photocopy,9,133
photogenic,10,112
photograph,10,124
photographed,12,133
photographer,12,147
photographers,13,166
photographic,12,136
photographing,13,154
photographs,11,143
photography,11,149
photos,6,93
phrase,6,67
phrases,7,86
physic,6,80
physical,8,93
physically,10,130
physicals,9,112
physician,9,104
physicist,9,128
physicists,10,147
physics,7,99
physiological,13,151
physiologically,15,188
physiology,10,151
physique,8,120
pi,2,25
pianist,7,88
piano,5,55
pianos,6,74
piazza,6,79
pic,3,28
pick,4,39
picked,6,48
picker,6,62
picket,6,64
picketing,9,94
picking,7,69
pickings,8,88
pickle,6,56
pickled,7,60
pickles,7,75
pickpocket,10,109
pickpockets,11,128
picks,5,58
pickup,6,76
pickups,7,95
picky,5,64
picnic,6,54
picnics,7,73
picture,7,92
pictured,8,96
pictures,8,111
picturing,9,117
piddles,7,69
piddling,8,75
pie,3,30
piece,5,38
pieced,6,42
pieces,6,57
piecing,7,63
pied,4,34
pier,4,48
pierce,6,56
pierced,7,60
piercing,8,81
pies,4,49
piffle,6,54
pig,3,32
pigeon,6,66
pigeons,7,85
piggies,7,72
piggy,5,64
piggyback,9,81
pigheaded,9,59
piglet,6,69
pigs,4,51
pigskin,7,85
pigsty,6,96
pigtails,8,93
pike,4,41
pilar,5,56
pile,4,42
piled,5,46
piles,5,61
pilgrim,7,84
pilgrimage,10,97
pilgrims,8,103
piling,6,67
pill,4,49
pillage,7,62
pillar,6,68
pillars,7,87
pillow,6,87
pillows,7,106
pills,5,68
pilot,5,72
pilots,6,91
pimp,4,54
pimped,6,63
pimping,7,84
pimple,6,71
pimples,7,90
pimply,6,91
pin,3,39
pina,4,40
pinafore,8,84
pinata,6,61
pinball,7,66
pinch,5,50
pinched,7,59
pinches,7,74
pinching,8,80
pincushion,10,128
pine,4,44
pineapple,9,94
pineapples,10,113
pinecone,8,81
pines,5,63
ping,4,46
pinhead,7,57
pinheads,8,76
pining,6,69
pink,4,50
pinkie,6,64
pinks,5,69
pinky,5,75
pinned,6,62
pinning,7,83
pinochle,8,82
pinot,5,74
pinpoint,8,113
pinpointed,10,122
pins,4,58
pint,4,59
pinto,5,74
pints,5,78
pioneer,7,82
pious,5,80
pip,3,41
pipe,4,46
pipeline,8,86
piper,5,64
pipes,5,65
piping,6,71
piqued,6,72
piranhas,8,86
pirate,6,69
pirated,7,73
pirates,7,88
pis,3,44
piss,4,63
pissant,7,98
pissed,6,72
pisses,6,87
pissing,7,93
pistachio,9,100
pistachios,10,119
pistol,6,91
pistols,7,110
piston,6,93
pistons,7,112
pit,3,45
pitch,5,56
pitched,7,65
pitcher,7,79
pitchers,8,98
pitches,7,80
pitchfork,9,106
pitching,8,86
pitfalls,8,95
pithy,5,78
pitied,6,63
pitiful,7,93
pits,4,64
pittance,8,88
pitted,6,74
pitting,7,95
pity,4,70
pitying,7,100
pivot,5,82
pivotal,7,95
pixels,6,85
pixie,5,63
pixies,6,82
pixilated,9,100
pizza,5,78
pizzas,6,97
placate,7,58
place,5,37
placebos,8,73
placed,6,41
placement,9,89
places,6,56
placid,6,45
placing,7,62
plague,6,62
plagued,7,66
plagues,7,81
plaguing,8,87
plaid,5,42
plain,5,52
plainclothes,12,134
plainly,7,89
plains,6,71
plaintiff,9,93
plaintiffs,10,112
plait,5,58
plan,4,43
plane,5,48
planes,6,67
planet,6,68
planetarium,11,130
planetary,9,112
planets,7,87
planing,7,73
plank,5,54
plankton,8,103
planned,7,66
planner,7,80
planners,8,99
planning,8,87
plans,5,62
plant,5,63
plantation,10,122
plantations,11,141
planted,7,72
planting,8,93
plants,6,82
plaque,6,72
plasma,6,62
plaster,7,91
plastered,9,100
plastic,7,80
plate,5,54
plateau,7,76
plateaued,9,85
plated,6,58
platelets,9,110
plates,6,73
platform,8,101
platforms,9,120
plating,7,79
platinum,8,106
platitudes,10,127
platonic,8,90
platoon,7,93
platter,7,92
platters,8,111
platypus,8,130
plausible,9,97
play,4,54
playa,5,55
playbook,8,97
playboy,7,96
playboys,8,115
played,6,63
player,6,77
players,7,96
playful,7,93
playground,10,133
playgrounds,11,152
playhouse,9,122
playing,7,84
playmate,8,93
playoffs,8,100
playroom,8,115
plays,5,73
plaything,9,112
playthings,10,131
playtime,8,101
playwright,10,139
plaza,5,56
plea,4,34
plead,5,38
pleaded,7,47
pleading,8,68
pleadings,9,87
pleads,6,57
pleas,5,53
pleasant,8,88
pleasantly,10,125
pleasantries,12,139
please,6,58
pleased,7,62
pleaser,7,76
pleases,7,77
pleasing,8,83
pleasure,8,97
pleasures,9,116
pleasuring,10,122
pled,4,37
pledge,6,49
pledged,7,53
pledges,7,68
pledging,8,74
plenty,6,92
plethora,8,95
pliers,6,79
plight,6,72
plop,4,59
plot,4,63
plots,5,82
plotted,7,92
plotting,8,113
plow,4,66
plowed,6,75
plowing,7,96
ploy,4,68
pluck,5,63
plucked,7,72
plucking,8,93
plucky,6,88
plug,4,56
plugged,7,72
plugging,8,93
plugs,5,75
plum,4,62
plumber,7,87
plumbers,8,106
plumbing,8,94
plummet,7,100
plummeted,9,109
plummeting,10,130
plump,5,78
plums,5,81
plunder,7,90
plunge,6,75
plunging,8,100
plural,6,80
plus,4,68
pluses,6,92
plush,5,76
plutonium,9,141
pneumonia,9,108
poach,5,43
poached,7,52
poacher,7,66
poachers,8,85
poaching,8,73
pocket,6,70
pocketbook,10,113
pocketed,8,79
pocketful,9,109
pockets,7,89
pod,3,35
podiatrist,10,131
podiatry,8,108
podium,6,78
pods,4,54
poem,4,49
poems,5,68
poet,4,56
poetic,6,68
poetry,6,99
poets,5,75
poi,3,40
poignant,8,96
point,5,74
pointe,6,79
pointed,7,83
pointer,7,97
pointers,8,116
pointing,8,104
pointless,9,129
points,6,93
pointy,6,99
poise,5,64
poised,6,68
poison,6,88
poisoned,8,97
poisoning,9,118
poisonous,9,143
poisons,7,107
poke,4,47
poked,5,51
poker,5,65
pokes,5,66
pokey,5,72
poking,6,72
polar,5,62
polarity,8,116
pole,4,48
polecat,7,72
poles,5,67
police,6,60
policeman,9,88
policemen,9,92
policies,8,88
policing,8,85
policy,6,80
polio,5,67
polish,6,79
polished,8,88
polishing,9,109
polite,6,77
politely,8,114
political,9,97
politically,11,134
politician,10,108
politicians,11,127
politics,8,103
polka,5,55
poll,4,55
pollack,7,70
pollard,7,78
polled,6,64
pollen,6,74
polling,7,85
pollock,7,84
polls,5,74
pollute,7,101
polluting,9,126
pollution,9,134
polo,4,58
poltergeist,11,146
poltergeists,12,165
poly,4,68
polyester,9,135
polygraph,9,118
polymerization,14,198
pom,3,44
pomegranate,11,115
pompoms,7,107
pompous,7,115
poncho,6,71
pond,4,49
ponder,6,72
ponds,5,68
pong,4,52
ponies,6,78
pontoon,7,109
pony,4,70
ponytail,8,112
pooch,5,57
poodle,6,67
poodles,7,86
poof,4,52
poofs,5,71
poofy,5,77
pooh,4,54
pool,4,58
pooling,7,88
pools,5,77
poolside,8,95
poop,4,62
pooped,6,71
poor,4,64
poorer,6,87
poorest,7,108
poorhouse,9,132
poorly,6,101
pop,3,47
popcorn,7,97
pope,4,52
poppa,5,64
popped,6,72
popper,6,86
poppers,7,105
poppet,6,88
poppies,7,96
popping,7,93
poppy,5,88
poppycock,9,120
pops,4,66
popular,7,99
popularity,10,153
populated,9,110
population,10,139
populations,11,158
porcelain,9,93
porch,5,60
porcupine,9,117
pore,4,54
pores,5,73
poring,6,79
